RA,DEC,GLON,Variability_Index,Signif,Unc_Energy_Flux100,Spectral_Index,Flux,Signif_Curv,hr12,hr23,hr34,hr45,pulsarness
14.15,-44.87,299.92,2.7069564,8.826,-28.837252,2.106327,0.0,0.75291145,0.68155134,0.061491173,-0.4934991,-2.8507688,Non-Pulsar
14.16,-53.3,301.17,3.489585,11.444,-28.967703,2.1607425,0.0,0.45560265,-0.040496137,-0.15382181,0.20823438,-0.35507962,Non-Pulsar
14.2,16.44,124.8,0.0,6.041,0.0,2.273372,1.0,0.0,-0.5712523,-0.32865995,0.21820182,0.31398794,Non-Pulsar
14.25,41.02,124.06,2.9363394,5.626,-28.948265,2.0979626,0.0,0.5918046,-0.8301681,0.9954646,-0.4074526,1.5048316,Non-Pulsar
14.34,22.27,124.74,2.9578576,7.82,-28.786156,2.1136773,0.0,0.08374969,0.23501313,0.17377263,-0.35491872,4.1397486,Non-Pulsar
14.45,30.4,124.56,2.3457966,11.878,-28.582111,2.3941336,0.0,-3.092775,-0.08791071,-0.3052079,-0.17568654,0.19596945,Non-Pulsar
14.51,-5.66,127.41,4.284701,16.019,-28.399996,2.4525738,0.0,0.14473651,-0.15414765,-0.23138851,-0.23074996,-2.5729399,Non-Pulsar
14.51,-32.57,288.56,4.4463344,45.37,-28.19482,1.9222363,0.0,1.8499854,0.15777579,0.098505005,-0.1348433,-0.331857,Non-Pulsar
14.58,17.39,125.27,2.2588599,4.636,-29.096542,1.5155816,0.0,0.5996946,-0.99590904,0.9995478,0.9358223,0.6732082,Non-Pulsar
14.61,33.25,124.62,4.4066434,7.485,-28.903301,1.9687988,0.0,0.8216111,-0.34403437,0.3543847,-0.14692067,-0.57187384,Non-Pulsar
14.65,-11.68,129.49,2.072649,6.306,-28.908482,2.0087156,0.0,-0.40428373,0.9731296,0.52278185,-0.036310516,12.8687935,Non-Pulsar
14.81,0.12,127.18,0.0,6.726,0.0,2.5419896,1.0,0.0,-0.05115822,-0.52372557,0.013259756,0.5122622,Non-Pulsar
14.84,-1.87,127.55,2.436334,13.494,-28.56043,1.8286432,0.0,-0.34331945,-0.16427681,-0.25814798,0.42294815,0.5192949,Non-Pulsar
14.88,-35.21,291.35,2.93484,10.8,-29.073442,1.6856999,0.0,1.1106921,0.96362305,0.29727644,0.18467696,0.14004073,Non-Pulsar
14.89,-33.64,288.4,0.0,5.695,0.0,2.8047664,1.0,0.0,-0.57368237,-0.3069392,-0.30612993,-3.594479,Non-Pulsar
15.09,7.76,126.8,4.199726,50.529,-27.847698,1.7592584,0.0,1.885527,0.4189175,0.19659391,0.066403374,-0.04161812,Non-Pulsar
15.26,-0.99,128.37,2.9948618,6.286,-28.51227,2.387419,0.0,-1.9172038,-0.49754354,-0.2151766,0.049598973,-0.14255144,Non-Pulsar
15.33,-80.32,302.41,2.9762416,4.793,-28.511194,2.7389755,0.0,0.08703501,-0.32447782,-0.30543417,-0.36865827,2.645888,Non-Pulsar
15.45,-54.93,299.75,2.4785092,6.313,-29.180685,1.769454,0.0,-0.26921964,0.96489763,-0.44363746,0.47761256,0.5785838,Non-Pulsar
15.47,-75.73,302.07,0.0,4.27,0.0,2.599173,1.0,0.0,-0.2642155,-0.4601968,-0.83678234,0.86037695,Non-Pulsar
15.52,16.65,126.62,2.8747663,7.084,-28.760538,2.1773393,0.0,0.12647793,0.14094283,0.1588337,-0.1029253,-0.707845,Non-Pulsar
15.54,58.78,124.32,3.0107334,5.193,-27.627333,2.313264,0.0,-0.56021494,0.07485255,-0.51181924,0.050492454,0.34482008,Non-Pulsar
15.61,42.24,125.1,5.2403207,14.902,-28.3977,2.602968,0.0,1.0058593,-0.28782633,-0.5253753,-0.42243788,0.49639884,Non-Pulsar
15.61,9.71,127.44,2.9340572,6.981,-28.474543,2.1611671,0.0,-0.29450002,-0.36567563,-0.22583893,0.2162606,0.4239016,Non-Pulsar
15.66,-56.66,299.82,2.875274,7.859,-28.7968,2.0833402,0.0,0.52844226,-0.3483594,0.25520152,-0.1827297,-2.252112,Non-Pulsar
15.69,-20.03,143.62,3.0686777,5.26,-29.088999,1.6965084,0.0,0.55337286,0.2378241,-0.044700444,0.41549945,0.7598025,Non-Pulsar
15.7,58.41,124.42,6.8595967,59.445,-27.216228,2.288061,0.0,1.7828987,-0.02363363,-0.0878419,-0.21809632,-0.28722346,Non-Pulsar
15.78,49.91,124.86,3.612331,7.72,-28.151133,2.5853665,0.0,-0.07805703,-0.20822471,-0.3791341,-0.16480914,-0.3339472,Non-Pulsar
15.88,15.43,127.23,1.7802958,8.743,-28.66143,2.1993947,0.0,-0.26697934,0.18750481,-0.19498473,-0.05125454,0.05805376,Non-Pulsar
15.88,53.63,124.75,3.8551674,26.588,-28.145351,1.6934736,0.0,1.0049614,0.98284763,0.50231016,0.09043596,-0.09935494,Non-Pulsar
15.97,13.35,127.58,3.8745136,9.098,-28.751625,2.103075,0.0,0.45651335,-0.11473617,0.035232805,0.08510575,-0.57952416,Non-Pulsar
16.21,-24.28,170.38,4.5590916,16.463,-28.544292,2.5307472,0.0,0.89690846,-0.13942412,-0.34380487,-0.59398574,-9.531743,Non-Pulsar
16.29,39.5,125.81,5.278719,23.681,-28.340464,2.2372675,0.0,0.8910803,-0.24912636,-0.11777665,-0.11657807,-0.64953697,Non-Pulsar
16.4,19.21,127.54,3.360172,2.943,-28.873215,2.3,0.0,0.23927441,-0.22967331,-0.07014685,-0.04485387,-0.6851555,Non-Pulsar
16.48,34.06,126.36,4.248786,5.791,-28.540627,2.7534559,0.0,-0.2305642,-0.15196899,-0.58807695,-0.706896,0.83993584,Non-Pulsar
16.61,48.93,125.47,1.8393383,65.729,-28.003967,1.704475,0.0,2.8740344,0.25326708,0.27723098,-0.059899528,-0.4610763,Pulsar
16.74,-48.53,295.94,0.0,5.263,0.0,2.4018738,1.0,0.0,-0.48608765,0.05546091,-0.008244808,-9.587365,Non-Pulsar
16.83,-12.18,137.68,3.0086887,8.769,-28.74127,2.2591462,0.0,-0.16263404,-0.23935671,-0.1595156,0.025021056,-0.9469831,Non-Pulsar
16.85,3.57,130.7,4.1030073,8.75,-28.708027,2.1854582,0.0,-0.049306057,-0.21421984,-0.041846864,-0.12735526,-1.0094296,Non-Pulsar
16.91,49.84,125.61,0.0,5.432,0.0,2.2656782,1.0,0.0,0.47207493,-0.14983062,-0.20836723,-0.062837705,Non-Pulsar
17.03,-0.66,132.22,2.5700777,8.11,-28.338568,2.6504521,0.0,0.45716077,-0.11379127,-0.36738813,-0.3845924,-0.8095605,Non-Pulsar
17.17,1.58,131.84,9.584418,216.546,-27.269014,2.2374833,0.0,3.0670161,-0.07447359,-0.20753841,-0.3068379,-0.81308746,Non-Pulsar
17.3,18.26,128.83,2.697984,25.097,-28.183582,1.9038954,0.0,1.0412631,-0.08323351,0.19945826,-0.008548468,-0.19709168,Non-Pulsar
17.33,24.02,128.17,3.129888,8.265,-28.712679,2.095467,0.0,-0.49980092,0.016471244,-0.24376954,0.24867275,0.24785939,Non-Pulsar
17.44,61.56,125.11,6.990646,34.527,-27.237461,2.6598241,0.0,1.9291034,-0.13160199,-0.35112783,-0.48458764,-0.06278577,Non-Pulsar
17.52,-40.32,287.83,2.9449742,12.361,-28.815598,1.8008773,0.0,0.16952944,0.550296,0.49226716,0.12377391,-0.69183713,Non-Pulsar
17.55,68.1,124.69,3.337704,46.398,-27.844162,1.9886951,0.0,0.0995291,-0.080512226,-0.025246508,0.025978805,0.19576915,Non-Pulsar
17.56,41.86,126.68,0.0,5.962,0.0,1.8334662,1.0,0.0,0.99919546,-0.3086408,-0.036131743,0.5833644,Non-Pulsar
17.58,-4.53,135.03,3.157729,5.364,-28.63336,2.3668318,0.0,-0.2615542,-0.39707634,-0.10722827,-0.4467377,-2.397392,Non-Pulsar
17.69,-12.91,141.53,2.896704,12.511,-28.659225,1.9899724,0.0,-1.1705029,0.40230045,-0.06674897,-0.08638233,0.23394954,Non-Pulsar
17.73,43.75,126.65,0.0,7.491,0.0,2.3186898,1.0,0.0,0.35584253,-0.39423236,-0.33015648,0.7004316,Non-Pulsar
17.86,-73.07,300.91,2.259745,4.805,-28.830698,2.1697872,0.0,0.4573175,0.9999999,0.08059779,-0.11906211,6.6040435,Non-Pulsar
17.86,5.58,132.08,2.8278067,6.302,-28.901722,1.922011,0.0,0.09691986,0.993864,-0.23739345,0.54626185,0.13695644,Non-Pulsar
17.9,-25.78,197.39,3.2890928,5.056,-28.698423,2.671427,0.0,-1.0480297,-0.008788436,-0.25628477,-0.25619623,5.843866,Non-Pulsar
18.02,-66.58,299.71,3.6113765,14.941,-28.67521,2.6854253,0.0,1.0565163,-0.4301945,-0.30078572,-0.65099186,1.8027587,Non-Pulsar
18.03,22.75,129.15,6.910213,155.201,-27.27199,1.9909561,0.0,2.2477362,0.037394047,0.012084937,-0.06807504,-0.27050927,Non-Pulsar
18.03,-3.36,135.57,3.2835867,6.812,-28.421364,2.4949648,0.0,0.675628,-0.19519134,-0.23197219,-0.72402847,1.7216837,Non-Pulsar
18.16,-31.97,260.63,2.7179372,5.594,-29.121655,2.013326,0.0,0.5997008,-0.05668318,0.3305602,0.25478342,-0.08029362,Non-Pulsar
18.2,-75.1,301.09,2.5479324,17.964,-28.451307,1.8642792,0.0,0.7958439,0.25683963,0.17969416,0.06046833,0.021628587,Non-Pulsar
18.21,-2.9,135.77,2.7245808,4.203,-28.846577,2.0622973,0.0,0.6613484,-0.78943074,0.99875116,0.14152081,14.451773,Non-Pulsar
18.22,32.14,128.2,7.151289,70.553,-27.957577,2.2545488,0.0,1.7680372,-0.10258496,-0.16385484,-0.27406847,-0.83219033,Non-Pulsar
18.29,-35.89,276.48,5.126105,21.272,-28.61813,2.332801,0.0,0.9828812,-0.14958248,-0.13540795,-0.47336528,10.409279,Non-Pulsar
18.37,49.81,126.58,6.195238,38.742,-27.928513,2.1440096,0.0,1.3507583,0.089336164,-0.048757948,-0.16649707,-0.26697382,Non-Pulsar
18.43,2.42,134.1,0.0,11.205,0.0,2.6769228,1.0,0.0,-0.38044527,-0.41514897,-0.27596408,0.089317486,Non-Pulsar
18.52,64.3,125.38,3.8422112,7.594,-27.938183,2.132163,0.0,0.28572592,-0.5959053,0.020844894,0.1943876,0.39462882,Non-Pulsar
18.71,13.43,131.63,4.444343,37.649,-28.18593,2.0986667,0.0,0.42869622,-0.0021010228,-0.047146183,-0.030126652,-0.30092278,Non-Pulsar
18.74,-34.01,268.03,0.0,10.511,0.0,1.6899698,1.0,0.0,-0.17535706,0.22328082,-0.07670234,0.40507418,Non-Pulsar
18.78,26.37,129.51,3.3327253,5.729,-28.641668,2.213073,0.0,-0.16384377,0.99446875,-0.08981884,-0.27589712,-0.8850063,Non-Pulsar
18.79,-1.5,136.43,4.321731,13.948,-28.390417,2.6467783,0.0,0.4466037,-0.30357084,-0.49175048,-0.4643505,0.6308621,Non-Pulsar
18.91,-56.9,296.34,1.4473482,4.561,-29.322865,1.6842656,0.0,-0.3768616,0.9967815,-0.57324135,0.529116,0.6957995,Non-Pulsar
18.91,3.95,134.51,3.5587618,41.881,-27.924204,1.9215286,0.0,1.5429012,0.3898827,0.07382215,-0.07567229,-0.1842961,Non-Pulsar
18.95,25.33,129.85,5.82195,47.701,-27.910908,1.9143653,0.0,0.15147744,0.035589058,0.019699918,0.05753834,0.20722084,Non-Pulsar
19.0,-11.61,144.5,5.7904177,30.647,-28.440937,2.4031923,0.0,0.42698184,-0.10871221,-0.32709467,-0.15901351,0.14496371,Non-Pulsar
19.0,-27.76,220.94,3.0535536,10.928,-28.751703,1.885292,0.0,0.47664452,-0.6038174,0.7692521,0.006674556,-0.37804198,Non-Pulsar
19.06,-61.89,297.84,2.7393298,15.64,-28.796747,1.7490182,0.0,0.7746913,0.99573094,0.34475037,-0.055644214,0.13133939,Non-Pulsar
19.13,-28.2,225.3,3.2338915,6.046,-28.771341,2.2000918,0.0,-1.4227166,-0.2299893,-0.2906607,-0.1652511,0.238868,Non-Pulsar
19.15,-30.78,248.03,2.777832,4.712,-28.84624,2.6264517,0.0,0.04974368,-0.24496727,-0.16481195,-0.6874118,1.2953368,Non-Pulsar
19.39,-24.71,192.05,0.0,3.959,0.0,2.0070355,1.0,0.0,-0.6654098,-0.9115116,0.9498899,0.5290028,Non-Pulsar
19.45,-21.16,169.56,5.8503547,26.499,-27.742163,2.2357516,0.0,1.1971414,0.38526273,-0.20487556,-0.20001034,0.09679923,Non-Pulsar
19.69,-8.81,143.62,3.5980315,8.304,-28.550318,2.7323346,0.0,0.91554946,-0.36912185,-0.33182254,-0.604244,2.3975048,Non-Pulsar
19.73,-21.69,173.41,6.269649,57.702,-27.608704,2.2946575,0.0,1.5060929,-0.19603609,-0.1292421,-0.1680789,-0.5933864,Non-Pulsar
19.76,-14.98,152.19,2.5280302,17.842,-28.39558,1.5591315,0.0,0.9049155,0.19308795,0.22678295,0.28578246,0.24998526,Non-Pulsar
19.87,-53.92,293.91,0.0,10.088,0.0,2.3493378,1.0,0.0,-0.4964487,-0.054043453,-0.090009265,-1.2621822,Non-Pulsar
19.92,41.98,128.53,2.2164917,4.399,-28.728416,2.3699274,0.0,0.39931107,-0.29176432,-0.1240726,-0.058394287,-4.059899,Non-Pulsar
20.0,40.89,128.73,2.338581,3.052,-28.976772,2.207716,0.0,0.25088614,0.99846685,0.23930208,-0.008217133,-2.25402,Non-Pulsar
20.12,-27.02,213.65,3.942255,91.17,-27.54416,1.8276141,0.0,1.5954311,0.10699678,0.11722815,0.08333596,-0.018803881,Non-Pulsar
20.44,51.89,127.68,2.52746,5.281,-28.759897,1.7919906,0.0,0.26030153,-0.7251086,0.9999351,0.14078476,7.003546,Non-Pulsar
20.47,11.8,134.66,2.3326926,4.344,-28.960978,2.0146165,0.0,-0.40368506,0.9443178,0.37365395,0.018342538,-0.6715725,Non-Pulsar
20.47,-39.27,277.27,2.93825,15.483,-28.78655,1.9275442,0.0,0.38977495,0.17361048,0.05898111,0.13436274,-0.15606198,Non-Pulsar
20.53,-30.07,238.33,2.1007874,5.396,-29.13994,1.4475635,0.0,0.330095,0.92654186,-0.57903594,0.59232986,0.73322964,Non-Pulsar
20.79,34.35,130.35,3.0145895,15.223,-28.574375,1.6909957,0.0,-0.12608726,0.97721595,-0.5573167,0.631462,0.5871033,Non-Pulsar
20.93,42.16,129.31,0.0,5.264,0.0,1.8932304,1.0,0.0,-0.18275872,-0.124381095,-0.48823473,0.65784204,Non-Pulsar
20.94,-23.19,186.41,3.3183959,24.637,-28.365065,1.8547863,0.0,0.38413715,0.9995221,0.14682221,0.03402215,-0.18443334,Non-Pulsar
21.22,-6.43,145.44,4.072192,9.006,-28.736145,2.2386196,0.0,0.11699043,0.07681403,-0.12648195,-0.18474975,-0.6393021,Non-Pulsar
21.33,-51.21,290.28,1.891075,5.328,-28.705849,2.6975021,0.0,-0.21750195,-0.31087515,-0.37172285,-0.29416385,-1.4013522,Non-Pulsar
21.35,-25.81,204.98,4.463733,28.198,-28.334745,2.046797,0.0,1.1273422,0.07409588,-0.013795669,-0.046307396,-0.37622586,Non-Pulsar
21.37,32.01,131.29,3.1973107,4.041,-28.368975,2.8849206,0.0,0.14349408,-0.43973956,-0.5487799,-0.36506647,0.35295436,Non-Pulsar
21.43,-0.27,141.37,2.4717636,7.814,-28.522472,2.9011831,0.0,0.29503378,-0.6047033,-0.3750768,-0.71304077,4.1439686,Non-Pulsar
21.47,26.09,132.52,2.6404133,5.008,-28.129921,2.4926414,0.0,-1.757932,-0.7579286,0.055077758,-0.30835935,5.231126,Non-Pulsar
21.52,-22.36,183.59,5.011127,13.152,-28.44084,2.4385338,0.0,0.88647133,-0.24371196,-0.1761302,-0.57597363,3.3647387,Non-Pulsar
21.65,-15.88,160.68,2.3701355,4.611,-28.747366,2.5429344,0.0,-0.5413954,-0.40790135,-0.27267355,-0.18967356,-1.9275767,Non-Pulsar
21.78,33.18,131.47,0.0,6.498,0.0,2.0862076,1.0,0.0,0.42918703,-0.15010135,-0.22409768,0.37064683,Non-Pulsar
21.81,-8.33,148.85,2.8831377,25.455,-28.265097,2.0353076,0.0,1.1460353,0.06381136,-0.0007346365,-0.106325805,-0.2482037,Non-Pulsar
21.82,3.41,140.13,4.7061834,17.1,-28.478088,1.9352778,0.0,0.6772358,0.056152817,0.069684006,0.111144446,-0.053086113,Non-Pulsar
21.84,-1.8,143.22,2.5110073,4.238,-28.872585,2.1907659,0.0,0.13209169,0.99976236,0.031185338,-0.9568031,1.043823,Non-Pulsar
21.87,-48.22,286.92,3.7192216,12.751,-28.949484,2.2571228,0.0,-0.34033456,-0.32610467,-0.013614139,-0.09920128,-2.9496355,Non-Pulsar
21.98,48.95,129.08,0.0,7.844,0.0,2.5641038,1.0,0.0,-0.36136368,-0.09329018,-0.42507175,2.3975408,Non-Pulsar
22.05,-17.38,165.87,2.9324744,5.767,-28.598587,2.4768198,0.0,0.025628496,0.2313003,-0.25147367,-0.13045044,-5.09932,Non-Pulsar
22.07,44.0,129.9,3.2198813,3.576,-28.454275,2.610218,0.0,0.4631925,0.06767884,-0.5207351,0.042656925,-0.08547691,Non-Pulsar
22.08,57.17,127.94,0.0,5.857,0.0,2.317836,1.0,0.0,-0.276796,-0.26247123,-0.2430229,0.46841347,Non-Pulsar
22.14,44.68,129.85,3.788033,7.121,-28.783707,2.0633261,0.0,0.70378244,0.07501952,0.16000775,-0.15423724,-0.029297948,Non-Pulsar
22.27,63.21,127.16,1.8711681,9.882,-27.222824,2.8587477,0.0,1.5509524,-0.07442921,-0.4130395,-0.5058538,-0.0763076,Non-Pulsar
22.45,34.62,131.83,2.5594492,10.988,-28.77908,1.739992,0.0,0.947381,0.23713923,0.46502137,-0.00819597,-0.0907117,Non-Pulsar
22.47,14.68,136.67,4.8528814,20.428,-28.336994,2.3711245,0.0,1.1163269,-0.06679094,-0.34435174,-0.34714043,0.35615993,Non-Pulsar
22.62,-21.5,182.7,2.7101402,9.844,-28.877476,1.9858928,0.0,0.11812535,0.9999989,-0.1013144,0.17242199,0.07075806,Non-Pulsar
22.66,18.75,135.69,2.1216424,7.144,-28.803106,2.0773754,0.0,-0.104617745,0.30713895,-0.050958812,0.11235852,0.046200894,Non-Pulsar
22.79,61.34,127.68,4.605877,38.436,-27.833864,1.6731838,0.0,1.449812,0.98439205,0.4149164,0.19981752,0.12865312,Non-Pulsar
22.82,55.78,128.55,2.3006222,16.143,-28.257286,2.1350937,0.0,-0.06259549,0.20933376,-0.1640581,-0.03858183,0.14183381,Non-Pulsar
23.18,-16.91,168.1,5.7671967,65.057,-27.929657,2.247118,0.0,1.8044295,-0.055711873,-0.15161389,-0.2907299,-0.4196722,Non-Pulsar
23.18,-8.07,152.0,2.5520024,9.966,-28.760056,1.6791326,0.0,0.8567279,0.6111917,0.66632247,0.07833181,-0.4823048,Non-Pulsar
23.21,-44.22,279.66,2.5815268,14.525,-28.857483,2.1276338,0.0,-1.1249399,-0.26808783,0.08297993,-0.11553548,-0.94019604,Non-Pulsar
23.22,43.4,130.87,2.9747684,9.887,-28.58441,2.485476,0.0,1.1121119,0.32894257,-0.17195037,-0.535704,0.41838044,Non-Pulsar
23.29,-52.02,288.26,7.281306,59.269,-28.169632,2.251623,0.0,1.8459688,-0.046016626,-0.19982095,-0.26101565,-0.22533885,Non-Pulsar
23.3,-45.56,281.39,2.0538166,5.309,-29.291277,1.756136,0.0,0.48940858,0.99235225,-0.53311026,0.5625639,0.5284038,Non-Pulsar
23.44,-55.45,290.66,2.6829362,5.356,-29.0384,2.3062625,0.0,-1.1222376,-0.6720749,0.20994854,-0.48105985,-4.2431183,Non-Pulsar
23.59,-38.71,267.87,4.322656,12.648,-28.843885,2.5535853,0.0,0.52975535,-0.07720134,-0.37364486,-0.2326496,-0.8857139,Non-Pulsar
23.63,26.63,134.73,2.972152,30.855,-28.052006,1.7240832,0.0,1.377987,-0.07279604,0.076110795,0.2543107,0.2500371,Non-Pulsar
23.76,53.64,129.45,2.461517,6.593,-28.58044,2.4217534,0.0,1.3929849,0.49627593,-0.08202329,-0.7049221,-0.21592465,Non-Pulsar
23.78,2.92,143.94,3.0432618,5.077,-28.894241,1.6916711,0.0,0.068183415,0.7466046,0.9914428,0.09412198,42.69133,Non-Pulsar
23.83,-27.47,217.45,0.0,4.12,0.0,2.2937756,1.0,0.0,0.5619662,-0.32869825,0.09700055,0.1353318,Non-Pulsar
24.14,39.1,132.42,4.0922565,104.149,-27.263958,1.5288177,0.0,2.2303512,0.40937954,0.30192083,0.24392448,0.3136457,Non-Pulsar
24.2,20.54,137.07,2.8396456,4.781,-28.58703,2.6306813,0.0,-0.46331656,-0.4235122,-0.22586639,-0.48967546,2.4763334,Non-Pulsar
24.26,47.86,130.8,7.664164,70.628,-27.792025,2.2075791,0.0,2.0168436,-0.04945199,-0.13429585,-0.19241871,-0.50875527,Non-Pulsar
24.39,8.8,141.8,2.4280477,4.927,-28.529963,2.8292165,0.0,-0.01004539,-0.22399494,-0.6821358,-0.00852231,0.48814607,Non-Pulsar
24.41,-24.52,201.4,6.4065375,38.226,-28.472998,2.4527514,0.0,1.4200215,-0.20867388,-0.30064353,-0.4705121,-4.1166873,Non-Pulsar
24.5,58.25,129.04,4.194933,40.553,-27.962233,1.9565228,0.0,-0.3200821,0.3424255,0.069632635,-0.017774478,-0.013615952,Non-Pulsar
24.51,22.8,136.75,0.0,15.999,0.0,1.9688947,1.0,0.0,-0.4270253,0.12733781,0.025588902,0.040085014,Non-Pulsar
24.64,-46.22,279.98,3.075714,16.476,-28.80326,2.1661005,0.0,0.60139054,0.79615635,-0.18409821,-0.017751692,-0.12298353,Non-Pulsar
24.66,29.39,135.11,4.591247,8.191,-28.505322,2.6827228,0.0,0.1619162,-0.36140335,-0.5801575,-0.06742143,0.5375729,Non-Pulsar
24.76,26.03,136.11,3.2545295,7.856,-28.428068,2.4090736,0.0,0.07081154,0.27564412,0.024472417,-0.49226388,2.3486323,Non-Pulsar
25.16,-7.97,156.52,2.907723,7.608,-28.792585,1.8783762,0.0,0.41143948,-0.17231524,0.033676207,0.13924038,0.35405806,Non-Pulsar
25.17,87.61,123.49,3.6261134,7.038,-28.597677,2.254972,0.0,-1.7703233,-0.11800691,-0.17935105,-0.07611642,0.037477255,Non-Pulsar
25.36,-9.48,159.07,6.9130006,87.573,-27.694263,2.0302002,0.0,1.8773206,0.07203753,-0.034231562,-0.095005326,-0.19634198,Non-Pulsar
25.68,-5.73,154.91,3.250193,6.683,-28.88963,2.2340415,0.0,-0.34987122,-0.5511088,0.2115906,-0.39916047,4.9066424,Non-Pulsar
25.78,-36.37,256.26,6.4305615,34.826,-28.48471,2.2572799,0.0,1.5996842,-0.14055455,-0.18009013,-0.3259089,-0.3418871,Non-Pulsar
25.85,-1.33,150.88,2.952144,3.466,-28.5824,2.5622451,0.0,0.3734134,-0.60634774,-0.9999618,0.9999247,0.7276993,Non-Pulsar
25.9,-31.95,239.08,3.6239474,9.924,-28.830233,2.4516993,0.0,-1.1634767,-0.079715125,-0.33953702,-0.33659962,0.2352237,Non-Pulsar
25.95,-58.77,290.46,4.4960604,45.685,-28.116789,1.760928,0.0,0.78438234,0.031673882,0.16804887,0.08780862,0.1764582,Non-Pulsar
26.15,27.09,137.28,6.0099263,111.309,-27.502203,2.030523,0.0,2.372681,0.068651356,-0.0223648,-0.08374685,-0.3221023,Non-Pulsar
26.26,-27.54,217.97,6.871069,26.445,-28.560242,2.4587452,0.0,1.3071005,-0.259019,-0.27074608,-0.6619342,3.3124087,Non-Pulsar
26.48,23.33,138.83,3.2638142,7.194,-28.462694,2.3955083,0.0,0.19152744,0.0919461,-0.18755974,-0.31675997,-1.9250901,Non-Pulsar
26.52,-67.77,295.18,3.9112144,21.652,-28.572113,1.9235342,0.0,0.95121306,0.07221236,0.18942976,-0.006467499,-0.8008207,Non-Pulsar
26.59,46.11,132.78,2.4635367,10.493,-28.602226,2.2955208,0.0,-0.047499366,0.038294006,-0.07294479,-0.0949739,-2.8086622,Non-Pulsar
26.73,-52.05,283.99,2.149526,15.894,-28.696308,1.836769,0.0,0.99481624,0.36174145,0.18491009,0.05370248,0.0204148,Non-Pulsar
26.9,15.8,142.2,2.9260936,4.97,-28.613533,2.435945,0.0,-1.1487874,-0.59890836,-0.09820847,-0.35609934,0.44405273,Non-Pulsar
26.92,-60.48,290.79,2.3756654,5.792,-29.21939,1.8969439,0.0,0.5665168,0.9986194,0.8936975,0.11515124,-1.0189649,Non-Pulsar
26.92,-8.42,160.97,4.635523,11.39,-28.59053,2.3709593,0.0,-0.22564693,-0.16239734,-0.23655911,-0.20473146,-0.37633765,Non-Pulsar
26.93,-13.37,169.41,2.5425096,3.934,-29.069502,2.1228528,0.0,0.5638325,-0.34294498,-0.123322666,0.32027602,-0.16421187,Non-Pulsar
27.06,52.02,131.75,3.209889,23.294,-28.291965,1.6650268,0.0,1.0483342,0.9998702,0.44674188,0.0411289,0.21742487,Non-Pulsar
27.16,1.46,150.93,0.0,9.227,0.0,2.1981015,1.0,0.0,-0.31105188,-0.2269269,-0.0027295426,0.3209219,Non-Pulsar
27.4,-7.58,160.81,2.2112432,3.494,-28.912115,2.3077893,0.0,0.578391,0.9940619,-0.07804662,-0.24767257,2.5411842,Non-Pulsar
27.46,26.85,138.72,1.9629672,4.747,-28.57496,2.2510748,0.0,-0.30627057,-0.1429466,0.24129847,-0.15660125,7.652783,Non-Pulsar
27.64,-33.62,243.53,0.0,4.345,0.0,2.450639,1.0,0.0,-0.38838953,-0.29818693,-0.111322634,0.1135752,Non-Pulsar
27.67,-54.8,285.64,0.0,8.657,0.0,2.035464,1.0,0.0,-0.16358298,-0.027131086,0.08821357,0.20429866,Non-Pulsar
27.77,5.65,148.89,2.7376695,10.222,-28.65491,2.1811445,0.0,-0.79858685,-0.5901789,-0.26175117,0.36717275,0.40881345,Non-Pulsar
27.84,86.02,124.05,0.0,18.368,0.0,2.2793715,1.0,0.0,-0.027288811,-0.1556265,-0.22440098,-0.16564997,Non-Pulsar
27.87,-36.13,251.86,2.2744458,11.358,-28.86779,2.36285,0.0,-0.13415346,-0.014436942,-0.36567655,0.028156966,0.1654526,Non-Pulsar
27.93,54.92,131.59,3.1105902,7.196,-28.220333,2.507407,0.0,0.6322794,-0.19233318,-0.24029523,-0.40756312,-9.551265,Non-Pulsar
28.06,37.23,136.15,3.6569426,8.145,-28.67954,2.3831997,0.0,-0.13922396,-0.23251048,-0.17154758,-0.30262,-0.96924657,Non-Pulsar
28.07,22.11,141.06,4.4941993,15.044,-28.301693,2.527157,0.0,0.9812699,-0.2180653,-0.35956606,-0.39610624,-0.24880712,Non-Pulsar
28.16,1.79,152.37,4.034752,27.62,-28.310326,1.9987,0.0,-2.2773807,0.22506727,0.020557305,0.060653683,-0.073963895,Non-Pulsar
28.17,-14.07,173.54,0.0,4.203,0.0,2.7891104,1.0,0.0,-0.5485581,0.05731032,-0.9949917,1.0026929,Non-Pulsar
28.25,75.29,126.9,2.720981,17.96,-28.4681,1.9985728,0.0,-1.0583422,0.03110737,0.015109047,-0.08759984,0.09740595,Non-Pulsar
28.33,-18.76,185.72,2.75298,5.085,-28.92336,2.2925997,0.0,-1.5373288,-0.36286327,-0.24905875,-0.106197946,0.2278473,Non-Pulsar
28.36,71.24,127.92,0.0,9.927,0.0,1.9028385,1.0,0.0,0.99958754,-0.35943377,0.22372635,0.47090122,Non-Pulsar
28.4,-51.13,280.99,3.0499768,2.741,-28.532778,3.0366707,0.0,-1.6608802,-0.21252239,-0.34386727,-0.86208415,1.0891031,Non-Pulsar
28.5,8.39,148.23,4.4618835,40.257,-27.878088,1.8489606,0.0,1.2297432,0.16686015,0.047095656,0.14729545,0.16782822,Non-Pulsar
